,membri_familiari,lavatrice,lavastoviglie,ascugatrice,televisioni,computer,piscina,condizionatore,1F1,1F2,1F3,2F1,2F2,2F3,3F1,3F2,3F3,4F1,4F2,4F3,5F1,5F2,5F3,6F1,6F2,6F3,7F1,7F2,7F3,8F1,8F2,8F3,9F1,9F2,9F3,10F1,10F2,10F3,11F1,11F2,11F3
10,5,2,1,2,2,2,1,1,52.23208072888272,51.44214832610544,44.557343135636806,59.04170384754054,44.51401753561822,48.23137030632574,47.95336300910262,48.93471111843875,49.56591906611757,49.72511730986307,45.41044709968973,42.04110797299396,40.094875341889065,35.011558944658134,47.391753609560865,45.69045581633304,40.125180987579824,42.06880479986055,44.16118322606688,36.67443468191052,44.48511923819822,50.32379081099272,39.27825946742372,34.16372092728237,50.36147340835636,38.31765696335946,51.4184213824981,50.22102989562997,47.87699223588073,46.91802876405867,47.87364162988857,44.765660078191864,41.76701911451473
11,3,0,2,2,3,0,0,1,50.517530411649155,44.41723505014089,45.56505195587622,47.69007702319002,47.4447461026219,41.425097261425016,47.30940274670959,44.87604987724234,43.755610595953875,38.353785830506396,45.438420959088916,45.22088744692574,34.35895276737976,40.71138536440563,32.42679632834519,38.22421651367076,35.663067275307476,28.296961107447068,31.896123764204138,32.46705716992239,30.448824163643305,45.980411954335956,31.62526680526739,37.44871911140191,45.68736931479907,35.8865718861617,43.263726673361745,45.67232167374681,36.217491518105675,39.232193119343414,49.948751733823926,45.10000400036183,48.59470315371754
12,5,1,0,0,2,2,0,1,53.46932897059622,53.595175514133274,48.78093064832108,49.46434570462466,44.75958171855029,50.704760016777946,49.69056715043784,38.45747505791996,50.90011059255207,48.72542589524346,40.6251187342405,40.19824644823649,38.324627811592016,35.10795866048231,45.16831925774665,41.276421758926844,32.6370100928005,36.1703261201463,36.002529772398255,31.65855057667221,32.24968932158064,47.924585858288104,36.80930054173575,30.98537536184608,46.29872870177347,43.32155793077782,43.34515512038047,52.16587635943962,39.63197586265963,39.41067197576228,48.364975824258096,45.866256136499345,41.93797553131156
13,1,1,2,1,1,2,1,0,42.814448084441494,40.541642040055514,41.87556017817791,44.690802834277775,35.71882238045258,40.8925326147095,44.36413307549409,38.16494922142131,40.04676192975148,42.93094429733909,42.90334903196067,42.004690067989955,36.55839955936428,34.21712138215929,30.770221019539743,34.900350724651126,30.739310634692433,25.75762922371748,34.486113101510135,28.815498326026802,32.71476991020399,38.01031448060776,33.32486651465289,31.831746876804324,36.65640934925401,37.10533669262166,37.16801626972164,42.232474975605655,44.41914636427955,34.994477645012545,41.51407589512105,41.998195622222894,46.38917051589215
14,4,2,2,2,3,1,1,1,52.422076153910126,39.860153297933735,45.18115668311821,48.146807251512094,37.52705171111652,48.328152698893476,42.236327625748636,49.621524034550845,42.98278832404509,45.2353193322543,38.65512900663374,54.25878809003979,40.38069808345172,42.88128243474306,36.09713630630977,41.65543025803761,40.94082947773444,39.41608538953586,38.0065579333891,32.77715891858723,39.62119089572168,40.06995764659822,37.28842645305996,40.640611402088076,50.299044760876136,47.7411779279778,45.67659838622301,49.01705600366518,44.541201660526525,45.99050307732659,48.875703266614536,48.92251999754362,49.89765830424469
15,5,0,1,2,0,2,1,1,53.65333406898357,48.521607603832535,52.822034100788876,49.57123349354572,47.99906736904694,53.729407126922354,52.60664986272313,48.849436855783615,54.95602864831898,48.231865016378485,42.640614159836204,42.57225181428136,41.64463814258744,37.53373266993602,40.02806332141194,34.641003210703964,34.11886013296915,41.368872441358285,35.70427803004572,29.140401378418183,39.05362061484697,38.534401116678296,38.796706863740425,34.00140547030092,46.55669476892263,42.61228476335426,43.83211178687387,43.71324854565309,42.766946735714704,47.8963891396758,53.02124219245243,50.00761716345922,49.109991164034106
16,5,0,0,0,0,4,0,1,52.04742104279225,46.115753265015016,53.51796911112208,42.25184381304776,45.46047393789451,48.847421148673014,49.87851903784602,46.1231231988213,46.113953294691704,44.72911685081971,37.26569328078957,34.130831958364574,36.366702219472316,39.78740310898418,37.51016934181311,41.53778307622714,35.018361870296204,31.53913899005573,42.90272408098123,36.76783219203073,32.347664944873124,44.73993421099367,39.99566171701881,30.224887768923338,42.2830738429446,35.743867750841765,40.54648052988438,51.86340004721123,44.502009211477954,41.84932823254695,50.73539301355599,42.29452624920266,44.45009596608242
17,1,2,1,0,4,4,0,1,46.94390307339413,47.683718424387116,52.28483629478483,40.15404605189729,39.06501222492723,44.00105305094128,48.132515525698985,38.463673317376085,43.39853162062359,46.89815084333142,40.15050483673882,43.14276854830222,34.92699395845646,30.973636428364188,44.44603532704736,34.64700264957794,29.65027635636517,31.396844421871933,40.29472076824792,30.347168630708904,27.89679699389861,39.46282273646402,33.53234099800791,27.66840709426908,39.38401183636805,39.84833486070773,40.842740371342224,45.1953094572245,45.04593535901023,40.71359621422781,43.090466319926215,47.052294023422654,41.28611960617258
18,1,0,0,0,4,0,1,0,48.59087546482856,41.01941036563566,42.56402606766582,39.39838262605407,40.15107809665027,37.249562965343465,35.80087976050879,43.00640341211789,35.357658436485174,37.792185092579984,39.85882274808128,35.44629719862788,30.091266586349054,27.706571521113812,32.23201426271971,38.19110125552027,31.440852701528577,28.827750915857308,30.056299917515485,24.43119472728491,29.241498990623953,35.513875606518674,35.74451453835615,32.789873257275744,41.62150338877505,36.32631773978187,41.2000564686535,36.46741811426518,36.965929263649095,36.104238841752974,39.42351666667467,35.18532021306351,32.28642513461733
19,2,2,1,1,4,2,1,0,55.77720260960507,50.16266865238668,38.35752281823331,51.02646274184278,45.14514702853055,39.762983102309086,45.285550087818486,39.47338931499061,47.19622025323318,38.60915271459116,45.99275321649748,37.623082837541276,38.69100428599074,43.428336152257266,34.01256740918744,41.28547873189429,33.32572408299907,35.10563895995851,38.95102396365049,27.45878589812541,33.15708561026827,40.397708069083066,34.28794276732691,34.130414330711076,44.02941523379931,35.15741729509096,38.131658207495164,50.08967388446603,41.33355198754569,43.6198882391518,46.10710496435685,38.90292086948082,39.77381984445355
20,5,1,0,0,0,1,1,1,46.34129737831565,45.57448421546717,43.689223204348295,47.84406136488343,43.135349823490785,48.134619370506385,46.4283564190078,48.37656507963858,49.571619669978894,47.32650632466871,42.2092157470297,40.134008886677606,45.89195518664379,39.3097593822023,40.66303578111008,37.1454322851772,35.25062381867334,36.500736050512124,34.62769568715825,34.42689089444866,31.21315266038752,45.893847258728876,32.64869430572861,29.084710641587957,48.15810430211324,40.85301820763028,38.83415312050596,43.490127457549306,39.716463072957374,44.25909874659834,47.26601532151307,40.575189639588864,45.25082227641914
21,2,2,2,2,3,4,0,1,44.565980751292564,48.922445021784796,50.21475312596216,54.83657474758028,37.49072648180822,46.74022670070127,43.39830178346705,44.49114081703472,43.657959214257886,44.3236231580077,39.077065034406694,38.34918962036333,46.72505529260484,41.35619655901451,37.08757096222079,42.97428183108943,29.196462736948902,33.91480848312815,35.6306428366181,27.91561480289085,33.432309890761594,41.24762624127135,29.51022183618424,37.57259617908346,46.011862038772435,39.266601287668266,44.63860034264338,42.7045158206018,38.32986962033138,48.366486432921526,48.66907892834156,45.056120125763556,52.376646367776665
22,5,1,0,1,3,2,1,1,55.67136293206232,42.799117937843725,43.12356459927213,48.184073816973765,49.90407048606539,45.454034478396736,48.734124303534735,50.812274197317365,44.99358425465203,43.37718360234329,37.85542751736767,47.8573463945965,46.07060750577709,38.30013847703295,44.88628147034223,41.25013545936598,44.7928979178557,33.9219275741423,38.92603733102532,39.123025536278654,39.35072020630628,51.43119230086794,41.52365287808079,34.834737963991195,50.556982091691886,41.62986500766292,48.90082003851927,46.86054867230517,40.59967897553896,43.014208440100106,50.65916192775431,45.16328721373731,44.11252940072347
23,6,0,2,0,3,0,1,0,51.60479882030676,47.28609896051639,49.83981581470609,51.02601528155933,48.36950862169455,49.72199373957062,49.904535680098284,47.45509341516756,47.50644908038612,47.8650696912778,42.57016365661627,41.97946768859357,44.96970262453345,38.30016007815164,38.63375643021403,43.95819326612466,36.53620390000671,43.582635824127195,41.26698889152201,34.59933132683572,33.11045673532777,40.88670155248802,42.11256521986876,33.11716051240123,46.08137872381595,38.01225167571607,51.21067837085672,52.78461594607572,44.99283514320806,49.07185776193996,55.4394538581764,50.565762624991066,52.6619185193673
24,3,1,1,2,3,2,1,1,50.50517536511369,50.5170015892392,46.61834102680003,51.67203229061446,46.80771257114846,51.19729829248263,48.78948675718267,43.981202812508855,40.4593052528227,39.371453701939004,39.61778098040627,45.372404675572824,44.38649103314095,42.32383699529607,39.75835596799472,45.43924905020563,29.37991945892467,40.4398634240306,44.345262773849555,28.094544329717376,34.94750136776859,39.36212473640353,31.27743470656318,30.19431537748623,49.581166503252675,41.21039383939804,48.50646055824288,48.05021637810802,38.52048943364338,43.348067091998246,50.99615429836748,42.984831880721416,38.42360416097104
25,2,0,2,1,0,3,0,1,42.33225773900475,39.671453822629395,48.315497960721125,41.59499867951746,45.24878959277936,38.30121878705423,38.504987423949096,41.15927924835882,40.132986729216434,38.911564773445214,37.1756352014971,42.279820319904175,38.11457965444574,33.831722872224525,39.667458816078316,37.63316603839733,32.82157556083885,34.40544575384133,39.7520616850643,26.9494424843388,35.71440414470094,43.7472959305689,39.299868772776044,32.091637340108015,40.613118522062706,33.111561544328126,38.40731709417015,45.96823440979301,38.12291937838065,39.51686277368476,50.19345304747034,34.14953102828485,40.951424502550566
26,3,1,2,0,3,1,1,1,54.93704038026932,41.857250589019145,43.74798031865857,44.63277288290785,39.06374933123044,38.63761334474324,43.910944102420814,46.00526404656743,45.48542824284392,48.271535133670234,37.419015509867656,42.920402078856654,39.06794433676506,41.900337740414564,41.58471894112259,42.86240896422305,38.31956044896573,29.882254848105035,36.58401137231108,35.72038663480818,39.5243644076683,38.47501302265996,34.25993785558046,35.43367505210799,46.4166728310834,34.534043384388646,39.296487340763264,45.89150060605259,41.967567558480106,35.16796011329336,51.12047379678426,42.4607242924905,41.33499778904631
27,5,0,1,1,2,4,0,1,54.309408798610356,52.30207914447729,50.601234040650304,53.41872223714277,52.16432040206891,51.96080856446822,46.52737008394305,40.54064239691788,42.6937899143787,47.350116511550404,37.150816077138025,39.99735247063438,41.25626793217729,43.221387258158046,41.82607588973588,45.70153825449179,33.63450593075029,38.40092414067993,40.00728441015619,33.49845109846682,33.54578982919747,45.33479074695338,34.9730111211285,35.15290065849461,45.82022070889102,41.71046375988285,50.78749471802709,52.28087715969971,48.26937694795574,43.41803769868474,50.86537330405775,43.95258424664468,41.59798030744409
28,3,0,1,2,1,0,0,1,45.436480431463195,44.038767171249226,45.12379374705554,41.83507211705706,46.75116131061174,47.27478251821792,42.70177108792315,47.32698352425995,46.163300205472964,46.66833737126351,36.142211105553855,34.76777107287358,39.5349559335601,37.31738202625293,36.21742809089982,35.47808144284956,30.375855045465116,33.696735901641176,36.66032605638027,31.32160583526748,32.34042897097385,42.03046723848333,38.556059300811654,26.71508184831094,45.573269680010554,40.66774041418432,38.60403633045946,42.69711939362646,39.409852643493444,37.6997561009354,40.29546339481899,37.56233253215726,43.969244750998364
29,4,0,2,2,4,2,0,1,45.531208941126074,46.272499463134395,51.69249370232552,45.877734035733816,52.04215856983015,45.50361985392417,53.354898133552894,47.19799791547942,43.036642367822736,52.87388698426765,41.710641934007676,37.540454179666234,48.076182119228875,37.87039980134815,40.61793645602278,39.00364253855096,38.731074516568796,36.80815737540332,37.29156461506516,34.87177369359593,38.13389436694174,45.04701018457926,34.63906139668933,34.589904849047166,45.93580620513096,37.649073893088186,47.479786696711706,50.23697122632967,41.85056943076006,46.96622443172918,46.511638221802826,41.776793701851375,43.51166483726612
30,3,2,1,2,4,3,1,1,48.267389128298085,52.70439102875761,46.780364359610694,54.22857340561272,47.35532236173154,44.28367270326751,51.58432603228462,43.94368117059947,50.27823669472542,48.35094925551409,38.050105523353494,49.735032985286686,38.4594874932607,33.719850982177576,40.73950110194423,48.09035603103324,34.608465193607,35.80773154512271,42.45581216191939,39.632615108479804,34.68982223940195,38.134519208179206,38.04084881580808,31.49558591424715,55.26089851849613,38.646651979421115,42.456927454773,48.66246870038203,44.657131799131946,40.657233097932945,48.258321752577714,41.13904282591909,54.39561542660584
31,3,0,1,2,1,1,0,1,51.903535971588774,36.48832921057172,50.53358565309728,43.78428869606017,37.176638901767014,48.45951339654921,45.14214234166715,41.58765583310647,42.039252898311155,45.420711686317624,38.717934352030206,45.116340743292874,43.70211751225628,36.26912631335928,39.331049757350875,35.305237617401616,29.932413132135544,38.89364619909317,35.43977135696914,36.666483447762545,29.37171698387462,42.526771697166886,35.6963179568666,30.00944960591299,45.67001777711896,33.92721623776382,47.2558249400411,48.25972495095954,42.86534557236252,31.87146612688765,42.00721796110844,42.168774363417455,45.088783945960884
32,5,2,0,1,3,4,0,0,48.13115576510275,43.81869351693038,44.96591613696787,50.12000241301999,44.596277243243456,47.61935904935281,45.58974060418464,49.86986649149502,41.736031052196374,41.6547357425428,44.207718991484725,51.77632916229014,44.803950303325564,42.39915975741822,47.62084251236856,40.82603644881512,32.90714008393092,41.907824067788724,35.59859185610156,32.52275929180773,39.89209362776541,46.38320108520457,37.534647714574355,40.27266967902549,48.402494927275455,38.570402454759666,48.84822198218128,52.85299402300124,51.734533082309895,41.75173160923847,53.92871450318801,42.40200035961447,47.42745872455141
33,1,1,1,2,1,0,0,0,44.73819083609526,37.61661121616472,39.97558377617732,41.951168135910216,38.07660643053939,34.9285525904207,39.37637038684494,38.271323008098605,34.297683969403145,43.909266407688804,33.54835516921094,39.19537766910187,29.565451668496305,35.271668839195414,30.48347579957009,31.11926267650557,24.583076558566074,31.014871608183306,32.30093229761259,25.163650556094172,29.748331847796063,35.333236664324545,26.69816351670217,24.7922474364467,37.96754444934044,34.766102829344625,40.49233949582929,36.773042882637405,37.20970414995623,34.45319491359357,45.48654410297441,40.539261387513406,39.548734679812505
34,6,2,1,0,4,1,0,1,50.61468572573861,44.5366743423698,53.97755149201263,52.01578390457401,50.494762753243855,46.798384332941865,53.51248221866401,51.04695312693235,48.72233405413346,47.29967852241689,42.74259502630759,38.891523949617365,42.28456080832246,43.352417554909344,41.190293278644084,45.09333395716234,42.97159927567273,40.84855011278973,46.88967019205035,36.40233726196098,42.766149420076246,42.37219270153251,33.98091724348943,31.597115491559435,54.34520139414664,43.07095863677761,44.87706378154023,49.805966348573904,45.514714893852684,46.84221152982424,52.02041293541004,46.95593380344494,51.99549915926124
35,6,1,1,0,1,3,1,0,49.57562846896152,51.300923033610864,44.891566321604124,49.743916221395274,52.89192950695999,53.107035812035754,51.794003172005766,47.36777125632468,44.46202530821399,41.633653044561605,48.50147060096703,41.90467973857453,46.29036721610612,47.313436132326835,36.769166601109404,48.39099899821058,39.74104272064458,42.60715866479031,40.31425992148622,42.45631795897476,34.17904034128516,39.90949103788483,37.73227437469328,31.479342393265238,46.40621998900277,44.53625338056155,47.551504972649724,44.85229595812889,49.20952258711501,50.87116012452446,53.14622479483428,44.867653967857756,49.84551844610385
36,6,0,0,0,1,1,0,0,44.099447660795825,45.017481454899375,43.42390968362592,45.9927612709668,46.7116924281426,38.84710092769595,49.96145169178061,38.13595163982133,43.509681897106155,44.43321705242322,46.760926631422926,48.49931747551418,38.50392623148259,41.125286466184036,37.50754534470781,36.29268421822228,40.04769798603361,42.69447898077117,41.25676519777059,33.14611942173692,41.099400620892645,44.709396441964174,36.84446087744906,36.757129983123576,52.573613173393525,45.274186591640984,38.326481498604814,46.931345244055414,40.355325885492846,43.56811904029874,48.82578901042455,48.59025391275309,42.56577344780232
37,4,0,2,0,2,0,0,1,44.72808936061237,50.892087801644976,39.53390667578018,51.73824702095626,42.53474907875999,43.18160198987433,47.93702647967952,42.61694642351553,42.40455021976958,45.77487871321182,37.106967225135136,34.765561012720106,41.03477910555925,34.03300264492448,40.37741493999858,42.884398677569656,32.959735679771875,34.036262266406126,34.07843915386652,33.15946731338941,27.392941502170444,38.311926211096164,38.770039034342865,33.26646224574499,42.07631465427064,37.56860226184031,38.2829790139252,40.964135696845354,44.167339274612644,43.56426205630013,48.35880320787692,37.83748789560957,46.27722818487486
38,6,1,0,1,2,1,0,0,53.76196069239783,49.89153648503175,49.530187934563074,53.06933191430991,44.657207506332334,49.43108236286439,49.366888033880024,38.973747075858725,44.935427747180206,44.659615852808976,43.98230647999352,41.12709173451278,48.87598669829994,43.705381226374556,38.6483619375163,39.79678805929086,32.68858890152235,34.67303081286129,41.82554587081389,36.114732324757405,33.462047177096146,45.405116065521966,34.466920850273254,32.507114030911666,42.337902056215704,39.37318386313507,41.864833635537906,51.62541579373126,45.37534604169839,38.25883645130069,49.37454480394721,44.8585516089485,46.54036518996169
39,2,1,0,1,0,4,0,1,44.99490215205138,39.728377197250694,39.29204644323148,41.690201544248964,46.75453249971545,46.620155237894345,48.75974727994304,42.985054823239025,38.81740760142925,42.555853449157404,46.006281400958365,35.889075001382054,39.69619789217589,38.346184501033356,41.30584740944244,42.08319464351865,29.546009760232426,29.05949786415682,40.6936343991067,29.327836759510365,33.43975687552674,37.07411605723496,26.658256034673208,35.88340372678175,41.608736486728105,33.282156150843825,36.125151600762585,41.05756094658201,38.21985055982407,42.68755943672854,50.48091728230036,42.0681936657156,46.23968732162043
40,3,2,0,0,2,3,1,0,46.52971104073212,48.837938557507265,48.24010249156495,49.51339745980522,44.81171869119527,44.66870780015429,45.144241091417705,37.06987240499407,40.051427237953526,39.166244483847194,37.86332924131986,39.9146801461804,40.800225420659665,37.90394524486624,36.4658098023612,43.594220973216366,35.69839954019832,33.633592524015235,42.58573755926433,31.33766729940453,35.26989674461455,40.8939748798048,34.77090636379889,28.73073545847003,47.66788970370089,37.923353117659794,39.99474131281072,43.88663603621884,39.90166202187129,34.5477529221633,46.033461488243,42.531988228172864,42.044390768937234
41,1,2,0,1,0,3,0,0,39.722885582630624,44.78119740499703,44.08934036038052,46.47669965708948,35.94758631383684,45.13589905538528,42.107711150902574,37.626747789690384,40.436309912817,42.10312626729844,41.26630401063079,34.793591209972455,32.59168308052399,36.898467803750336,38.38924598648263,36.86421666928387,23.637870380682596,26.197342729489105,33.612098961382934,23.755102570657378,27.772882267696495,32.594280016272585,34.67355668061241,26.46032862639599,36.391290510138866,36.89000607271987,34.870433476603594,40.04220268719893,36.501932662933996,33.814644160754106,45.04595561985121,36.95586079825712,40.53779316608723
42,2,2,1,0,1,2,0,1,40.85516530236584,43.82013484714088,40.2872223543681,44.95088191619524,43.20071229678857,44.3043842179653,36.51304094728671,35.49110614626965,39.97586156955681,45.848723462045946,39.818617222724576,37.01312294626297,42.0619024778982,41.75554354720591,39.388851637188075,39.07426428386709,34.87100823342318,36.725931510905035,34.7401010766424,30.08805064109709,28.168221598491318,39.59422389255053,36.85280140273935,26.778082541040664,44.286720279964385,38.84002963947061,43.76833630356213,40.891773059601256,34.849448317956075,36.05071363114666,37.3887290161667,36.86132728787815,44.790858192286976
43,6,2,1,1,1,2,0,0,51.66026792459228,53.73864098165533,50.92103155932826,45.19430656716773,51.52007654053819,47.769830543115724,51.23403912577131,40.98379141477765,49.567935920661505,44.21578907410478,48.33241220540703,50.55028491771887,41.95038296418284,35.136863344341315,38.370090554774734,36.23932215910722,35.12949330638972,45.69846969329391,43.840654114849976,33.405419421148615,37.90582035449256,40.11125131083217,45.879954755249365,33.74794875416261,47.346181446040205,45.5034218665013,48.691272032492385,45.3640456817376,42.34306612861198,40.79155936303039,47.30462571683041,46.328666862394485,48.89553698808007
44,6,1,2,2,2,1,0,0,55.72164458745183,46.25033199102507,51.93968416496375,53.775340617276576,50.339833771967974,52.94185964374454,44.663805624480325,40.41393506984741,49.48358715160495,49.521255264405866,44.10561341590642,41.79863197217131,50.81310944629176,42.43566403425832,42.40041081154495,47.208062320884444,33.30041358370682,45.760711374549544,43.96519097016056,40.23025147676198,34.000536339084576,39.55315476654859,43.221149973688966,40.80045084207073,50.28810241856837,45.09473398182995,46.38288165616407,41.68463988870894,46.00764653233385,43.067846780883585,44.74897260844367,41.77740969051818,45.955986509008184
45,4,2,2,0,3,0,1,1,54.75654199154272,49.43639660170347,49.142289878228496,53.86054494437618,46.94651341712553,50.20871634842691,43.292173749104535,52.41702401159138,51.22467391829549,44.29069661037615,44.6350838394722,42.84716482137385,34.77424271563444,33.01424944296038,44.830151655357575,39.23139483312638,28.689775875069124,36.59096795485046,43.950817331101376,32.38564350077167,34.967573365146976,43.38607928694992,35.78066586121689,28.258095390100674,51.07030208040998,42.91014634795373,51.78262157739323,52.44515646324923,42.416413059468226,42.340900310055744,51.15662010491593,40.83214999797298,44.02892385478302
46,5,1,2,2,2,3,1,0,52.39000263324717,46.60440259700564,51.458567027348955,45.62969551574821,45.80662133653521,55.625561203877474,56.94353281050308,47.562240254992965,42.51081519067627,46.13904695902205,50.808650395123,37.79248903691661,40.89511139549218,36.37796831514418,48.967579017910204,49.022580358078415,33.81283203337729,35.16033787854713,41.918182371629705,35.80052383632179,39.10178022083163,39.34857797406628,44.438121778508936,34.710384053295,43.655670198260864,42.027110909614144,46.84107776578631,43.6359540446134,48.5709674330344,41.97097928453825,49.71375566133768,43.14441094555636,48.20972281575976
47,3,2,0,2,2,3,1,1,51.8295453152194,44.610548807769916,49.572098798697056,48.32500068011553,49.68320804480596,43.552386990850565,49.99032222604828,50.43412729210718,41.850859367036435,38.16820243465445,46.256816663695304,36.51626896567517,35.911982689895645,34.21007822435891,38.420145064023444,43.1745895534343,39.418396758093756,38.285699121591925,41.45207219053505,37.2494294820786,30.248983729351473,42.898431206760236,35.860749188260634,36.91795552184519,47.48575681961247,38.36120158001494,48.407982693094574,47.33234594669898,42.9501900422769,44.85675804511878,52.586305795624,44.44934386380262,45.577494599380664
